AI_id,text_obj,text_mthd,text_deal,document,label
id_0738954,표면가공목재 및 특정 목적용 제재목 제조업 목재 보?,,,표면가공목재 및 특정 목적용 제재목 제조업 목재 보존,C16161
id_0485478,영업장에서,고객요청으로,가?공예,영업장에서 고객요청으로 가공예,C15151
id_0962544,,?옷잠옷제조도매판매,,옷잠옷제조도매판매,C14141
id_0456427,공장에서,재? 재봉하여,의류 제조,공장에서 재봉 재봉하여 의류 제조,C14141
id_0596380,매장,고객,?츰 정장,매장 고객 맞춤 정장,C14141
id_0351355,매장에서,손님에게,남성복?춤,매장에서 손님에게 남성복맞춤,C14141
id_0953359,면 폴리,재단봉재,여자? 소녀용자켓 및점퍼,면 폴리 재단봉재 여자 소녀용자켓 및점퍼,C14141
id_0802944,사업장에서,원?재단 봉제,여성의로,사업장에서 원단재단 봉제 여성의로,C14141
id_0063647,원단을 가지고,?제하여제조,블라우스,원단을 가지고 봉제하여제조 블라우스,C14141
id_0521518,일반대상으로,남자용정장,남자?춤정장,일반대상으로 남자용정장 남자맞춤정장,C14141
id_0579426,나일론 폴리,재료입고 직조,헤어터빈 찍?이 벌크로 원단,나일론 폴리 재료입고 직조 헤어터빈 찍찍이 벌크로 원단,C13139
id_0727965,폴리에스?,제조업,옷 라벨,폴리에스 제조업 옷 라벨,C13139
id_0451272,사업장에서,고객대상으로,갈옷?춤,사업장에서 고객대상으로 갈옷춤,C13134
id_0615073,솜 및 실 염색가공업 직물 및 편조원단 염색 가공업 ?,,,솜 및 실 염색가공업 직물 및 편조원단 염색 가공업,C13134
id_0880178,면직물직조업 화학섬유직물 직조업 견직물직조업 특?,,,면직물직조업 화학섬유직물 직조업 견직물직조업 ,C13132
id_0266271,사업장,제조,차?덮개,사업장 제조 차덮개,C13132
id_0131071,제조시설을 갖추고,아사이제리 설탕을 혼합?효하여,아사이베리 건강음료 제조,제조시설을 갖추고 아사이제리 설탕을 혼합발효하여 아사이베리 건강음료 제조,C11112
id_0206767,사업장에서,배합하여,동물용사료?조제식품,사업장에서 배합하여 동물용사료조제식품,C10108
id_0431265,육류 채소등,분쇄 가열 혼합 ?조,반려동물사료및간식용품,육류 채소등 분쇄 가열 혼합 조 반려동물사료및간식용품,C10108
id_0114917,가게에서,일반대상,?제조판매,가게에서 일반대상 제조판매,C10107
id_0395432,가게에서,일반인들에게,떡 테?제작판매,가게에서 일반인들에게 떡 케잌제작판매,C10107
id_0440091,각종 재료 분?,혼합 반죽 건조,면류,각종 재료 분 혼합 반죽 건조 면류,C10107
id_0620305,공장에서,차를 가공하여,?구수 수염차 판매,공장에서 차를 가공하여 구수 수염차 판매,C10107
id_0098832,방앗간,일반고객,떡류판매?제조,방앗간 일반고객 떡류판매제조,C10107
id_0702227,방앗간에서,각종떡류,?제조,방앗간에서 각종떡류 제조,C10107
id_0693660,생두,개? 투입 볶음,볶은 커피 생산,생두 개 투입 볶음 볶은 커피 생산,C10107
id_0055854,쌀,?을 제조하여,떡케익 등 떡류 판매,쌀을 제조하여 떡케익 등 떡류 판매,C10107
id_0026439,쌀을가지고,?서기름에튀겨,한과,쌀을가지고 서기름에튀겨 한과,C10107
id_0815532,영업장에서,소?자들에게,반찬조리해서판매,영업장에서 소비자들에게 반찬조리해서판매,C10107
id_0948699,영업장에서,주문받아,? 정과 제조,영업장에서 주문받아 정과 제조,C10107
id_0815484,정미소에서,곡물을 도정?주고 수수료받음,곡물 도정,정미소에서 곡물을 도정주고 수수료받음 곡물 도정,C10106
id_0482624,사업장에서,고객의 요구로,참? 들깨기름,사업장에서 고객의 요구로 참깨 들깨기름,C10104
id_0634757,참? 들?,분쇄 압착 가열하여,참기름 들기름,참깨 들깨 분쇄 압착 가열하여 참기름 들기름,C10104
id_0024601,감을 가지고,?아서 박피하여,곶감,감을 가지고 아서 박피하여 곶감,C10103
id_0045353,사업장에서,감을 ?아 건조시켜,곶감 생산,사업장에서 감을 아 건조시켜 곶감 생산,C10103
id_0557241,사업체에서,감을 ?아 건조시켜,곶감 생산,사업체에서 감을 아 건조시켜 곶감 생산,C10103
id_0460766,황태 해양심층수를탈염수를?셔서,황태,황태채 황태포,황태 해양심층수를탈염수를 건조시켜서 황태 황태채 황태포,C10102
id_0176034,편백 묘?을 가지고,하우스에서,편백 육묘,편백 묘목을 가지고 하우스에서 편백 육묘,A220
id_0931117,사업장에서,채소 약초 재배하여,채소 ?초판매,사업장에서 채소 약초 재배하여 채소 약초판매,A111
id_0751522,식물원에서,? 나무재배,화웨재배,식물원에서 나무재배 화웨재배,A111
